Name,Team,IP,FA-X,FT-X,FC-X,FS-X,FO-X,SI-X,SL-X,CU-X,KC-X,EP-X,CH-X,SC-X,KN-X,NameASCII,PlayerId,MLBAMID
"Erick Fedde","WSN",133.1,-2.267676015054026,,1.2368608064289335,-8.336084365844727,,-6.043425521474754,8.690007990056818,7.443218583688599,,,-8.690077919183775,,,"Erick Fedde",17425,607200
"Jeff Hoffman","CIN",73,-6.495733014511873,,,-8.188717725800306,,,2.834773578710257,4.77748196745572,,,-8.163999938964844,,,"Jeff Hoffman",17432,656546
"Jack Flaherty","STL",78.1,-3.0019429784621634,,,,,-7.177876790364583,3.3686655208896408,,6.266814345020359,,-7.194283127784729,,,"Jack Flaherty",17479,656427
"Albert Abreu","NYY",36.2,-7.37747585183323,,,,,-9.486214611017816,0.7209982872009277,4.461207389831543,,,-10.179584577971815,,,"Albert Abreu",17485,656061
"Spenser Watkins","BAL",54.2,-0.41151081820774504,,2.8047131531990614,-1.2876049280166626,,-6.039539813995361,-1.2118247350056965,-0.0843096762508541,,,-6.271198540403132,,,"Spenser Watkins",17489,657093
"Génesis Cabrera","STL",70,4.679730235975326,,,,,7.347010056515957,,-3.638732640089187,,,7.2597722723932545,,,"Genesis Cabrera",17490,650893
"Diego Castillo","- - -",58.1,-7.3177451056403084,,,,,-10.68842059524481,0.38542115496669166,,,,,,,"Diego Castillo",17496,650895
"Ryan Burr","CHW",36.2,-1.1098135877775666,,2.3251940764071093,,,,3.895007841048702,,,,,,,"Ryan Burr",17536,621114
"JT Brubaker","PIT",124.1,-5.695525353696166,,,,,-9.615923713235293,-0.10568945913603811,2.868231140741027,,,-9.513452545414125,,,"JT Brubaker",17578,664141
"Marcos Diplán","BAL",30,-0.786660603968701,,,,,,2.6724369525909424,3.8010581196218296,,,-4.076869823314525,,,"Marcos Diplan",17583,650959
"Tanner Scott","BAL",54,3.357252694396322,,,,,9.590693319997479,-2.3630483526932564,,,,,,,"Tanner Scott",17586,656945
"Mitch Keller","PIT",100.2,-4.307231115455519,,1.1600188530815971,,,,,4.968847204137732,,,-8.272542317708334,,,"Mitch Keller",17594,656605
"Cristian Javier","HOU",101.1,-4.964950805090963,,,,,,5.426857894992236,,7.468555258332397,,-9.285653831845238,,,"Cristian Javier",17606,664299
"Tanner Rainey","WSN",31.2,-5.571050599563954,,,,,,1.0632848861369681,,,,,,,"Tanner Rainey",17610,663432
"Taylor Clarke","ARI",43.1,-3.851711225864609,,,,,,0.6779619969359232,3.6573267618815106,,,-8.727845272775424,,,"Taylor Clarke",17611,664199
"Jeffrey Springs","TBR",44.2,6.971926928323413,,,,,,-1.5151673707667952,,,,7.658903423108552,,,"Jeffrey Springs",17677,605488
"Ralph Garza Jr.","- - -",30.1,-4.377184328825577,,0.5181076413109189,,,-9.826460944281685,8.677287539920291,4.613952212863499,,,-9.200533238852897,,,"Ralph Garza Jr.",17682,621248
"Trevor Megill","CHC",23.2,-3.233487397237541,,,,,,3.380567385826582,,4.440176767845676,,,,,"Trevor Megill",17722,656730
"Nabil Crismatt","SDP",81.1,-4.556012499463427,,,,,-9.06229733198117,-0.9387310743331909,7.110113622271825,,,-8.655307652828467,,,"Nabil Crismatt",17732,622503
"Tyler Alexander","DET",106.1,4.714596835049716,,-1.4992579517748532,,,8.73099312160326,-2.375731535880796,-1.639569878578186,,,7.997744538063227,,,"Tyler Alexander",17735,641302
"Drew Smith","NYM",41.1,-4.3044310608872856,,3.13443022164685,,,-6.707049956688514,3.026163274591619,7.717209961103356,,,-9.149833679199219,,,"Drew Smith",17755,622098
"José Alvarado","PHI",55.2,4.851783058860085,,-0.13571151284610525,,,8.71389623025093,,-0.08260980333600726,,,,,,"Jose Alvarado",17780,621237
"Jake Brentz","KCR",64,5.970156931322674,,,,,9.230725606282553,-1.305119601162997,,,,9.94828404017857,,,"Jake Brentz",17783,641394
"Dillon Tate","BAL",67.2,-7.412854811724494,,0.8759183247884115,,,-10.052196788477199,2.907897631327311,,,,-9.925524532433712,,,"Dillon Tate",17796,622253
"Adbert Alzolay","CHC",125.2,-5.051249525282118,,1.3055135021059532,,,-9.047185088648941,3.5545801798502605,3.871224902925037,,,-8.459136514102712,,,"Adbert Alzolay",17859,640470
"Nestor Cortes","NYY",93,3.558203537526402,,-2.4572658858485728,,,7.338319929819258,-7.719806745940564,,,,8.30082953466128,,,"Nestor Cortes",17874,641482
"Dennis Santana","- - -",54.2,-7.513426109596535,,0.394741028547287,,,-10.86422316233317,0.8933397879396431,6.173179294752038,,,-10.628246286973596,,,"Dennis Santana",17878,642701
"Tayler Saucedo","TOR",25.2,5.502308335415153,,,,,9.071350401313744,-1.0248414709212932,-5.003894728057238,,,11.121945529513889,,,"Tayler Saucedo",17888,642048
"Cody Ponce","PIT",38.1,-5.190805351694023,,1.5486133063017433,,,-8.095064798990885,1.7419417886173023,3.1927315663483182,,,-7.9012329496186355,,,"Cody Ponce",17920,664074
"Trent Thornton","TOR",49,-2.0318089932371666,,1.0547851941972504,,,-7.586771011352539,4.113747261665963,4.922325269310876,3.844633102416992,,-7.190269871761925,,,"Trent Thornton",17948,663423
"Tyler Gilbert","ARI",40,5.207652189293686,,-0.5598365854333949,6.915844365170128,,8.956818628792812,,,-3.1883644643037217,,,,,"Tyler Gilbert",17964,656457
"Logan Webb","SFG",148.1,-5.333607194610455,,-1.3047624429066975,,,-9.256826302768793,5.476566044437769,,,,-5.559163919353851,,,"Logan Webb",17995,657277
"Pete Fairbanks","TBR",42.2,0.4967638708550834,,,,,,1.3209910012461656,,,,-6.028995990753174,,,"Pete Fairbanks",17998,664126
"Triston McKenzie","CLE",120,-2.495853571152472,,,,,,2.086951144788631,2.848360104507275,,,-6.125954888083718,,,"Triston McKenzie",18000,663474
"Phil Maton","- - -",66.2,-0.067256043987307,,3.038421654406889,,,,8.082822782951489,10.279015164979747,,,,,,"Phil Maton",18064,664208
"Ryan Helsley","STL",47.1,-2.0399813948006464,,,,,-7.070214407784598,1.6281712029569892,1.770751259543679,,,-6.803230285644531,,,"Ryan Helsley",18138,664854
"Anthony Misiewicz","SEA",54.2,5.117674245774371,,-0.11003525946227419,,,,-4.717801094055176,-5.943104950062958,,,,,,"Anthony Misiewicz",18152,664948
"Art Warren","CIN",21,-4.5383191464552235,,,,,,2.667829810674466,,,,,,,"Art Warren",18251,605521
"Jarlín García","SFG",68.2,9.488119464196608,,,,,,-2.8836016486672795,,,,10.272271381161078,,,"Jarlin Garcia",18282,606424
"Tyler Kinley","COL",70.1,-2.401792200600229,,,,,-5.77113151550293,0.16013823899646734,1.7182960510253906,,,-6.314505719124003,,,"Tyler Kinley",18297,641755
"Carson Fulmer","CIN",25.2,-4.657249103892934,,2.0481427279385653,,,-7.851350402832031,,3.2395694308810765,,,-8.53456593983209,,,"Carson Fulmer",18311,608334
"Josh Sborz","TEX",59,-4.191642501727253,,,,,,-0.154269883309253,4.140740054777299,,,,,,"Josh Sborz",18323,622250
"Taylor Hearn","TEX",104.1,4.446838608074546,,4.770374933878581,,,9.243724644348312,-2.0649843437727107,,,,7.037399643577189,,,"Taylor Hearn",18325,621368
"James Kaprielian","OAK",119.1,-5.559761554086398,,,,,-10.331023669633709,-0.4109008925301688,3.209690351427698,,,-6.079055738449097,,,"James Kaprielian",18331,621076
"Alex Young","- - -",52,5.763112766536202,,0.43663550812063867,,,8.234012603759766,,0.24116079793500073,,,8.12176496133037,,,"Alex Young",18333,622065
"Josh Staumont","KCR",65.2,-1.992156982421875,,,,,-5.7089009081196584,,5.105989797491777,,,,,,"Josh Staumont",18335,622251
"Jaime Barria","LAA",56.2,-3.0426418545009852,,,,,-6.852805518001491,0.733338818578663,,,,-8.323104462066254,,,"Jaime Barria",18356,642545
"Thomas Eshelman","BAL",27.2,-2.2501397132873535,,,,,-6.413477204975329,3.6697212154582397,3.891037650730299,,,-8.02125743078807,,,"Thomas Eshelman",18361,664045
"Enyel De Los Santos","- - -",35.1,-8.16975092537998,,,,,,-0.037641745347243086,,,,-9.863312956574676,,,"Enyel De Los Santos",18403,660853
"José Urquidy","HOU",107,-4.888836458041713,,,,,,6.908694477201258,4.646959431966146,,,-9.243232986553997,,,"Jose Urquidy",18413,664353
"Junior Fernández","STL",20.2,-6.792644240100931,,,,,-9.089614868164062,-2.4702925431100944,,,,-7.950237405711207,,,"Junior Fernandez",18496,658551
"Kenta Maeda","MIN",106.1,-5.150047551572713,,,-7.592148340810644,,-9.634768222240691,2.145589067892063,5.745177268981934,,,,,,"Kenta Maeda",18498,628317
"Josh Rogers","WSN",35.2,7.371450014467593,,,,,10.575249671936035,-0.29493760297642674,-1.6157646179199219,,,8.03579490772192,,,"Josh Rogers",18510,642028
"Phil Bickford","- - -",51.1,-3.062950808360395,,,,,-9.455307960510254,2.6764772721450694,,,,-5.957724253336589,,,"Phil Bickford",18519,641360
"Dylan Cease","CHW",165.2,-3.055053359149856,,,,,,3.2276332733255235,,2.49377658903466,,-4.512772394457893,,,"Dylan Cease",18525,656302
"Sam Hentges","CLE",68.2,4.248713476935946,,,,,7.359636273300438,-1.1885624750219164,-3.4340021412843353,,,6.538675944010417,,,"Sam Hentges",18548,656529
"Logan Allen","CLE",50.1,4.569833223936988,,-2.2255797386169434,,,7.576082082895132,-6.654600830078125,-4.803505872751211,,,8.541555905173011,,,"Logan Allen",18555,663531
"Travis Lakins Sr.","BAL",28,-3.2448173135013905,,1.567849325755286,,,-8.832443618774414,,6.266847082909117,,,-8.627038340414725,,,"Travis Lakins Sr.",18600,664042
"A.J. Minter","ATL",52.1,4.220950547085013,,-2.313570402081315,,,,,,,,10.014649480836004,,,"A.J. Minter",18655,621345
"Jake Woodford","STL",67.2,-3.45600829585906,,-3.280118942260742,,,-7.994175420743283,5.73360102726863,5.079058627424569,,,-7.709839530613111,,,"Jake Woodford",18674,663765
"Freddy Peralta","MIL",144.1,-4.7636510459392944,,,,,-8.456905241935484,7.294623081500713,4.098901241783082,,,-8.953620642946477,,,"Freddy Peralta",18679,642547
"Sandy Alcantara","MIA",205.2,-6.77339729720247,,,,,-10.496982041976544,-1.5260047451761745,1.4112866401672364,,,-9.827225569840316,,,"Sandy Alcantara",18684,645261
"Kolby Allard","TEX",124.2,5.145822460335303,,-0.6427226571027866,,,8.182644435337611,,-1.8317334011262734,,,8.507175588470371,,,"Kolby Allard",18694,663465
"Nick Neidert","MIA",35.2,-8.806327629768127,,1.8194996118545532,,,,0.446046612713788,4.944104275460971,,,-9.854330062866211,,,"Nick Neidert",18699,663734
"Cody Poteet","MIA",30.2,-4.642768316947565,,,,,,3.553747788915094,6.783375651041666,,,-9.185768432617188,,,"Cody Poteet",18769,547001
"Dillon Peters","PIT",26.2,2.707489407447077,,,,,7.1399948532516895,,-4.477341969807942,,,7.08985234650088,,,"Dillon Peters",18790,596071
"Drew Steckenrider","SEA",67.2,-5.2830678181475905,,,,,,,-0.04053883708041647,,,-7.7938484191894535,,,"Drew Steckenrider",18806,608716
"Miguel Díaz","SDP",42,-7.675703692588077,,,,,-10.640083857945033,1.0506470203399658,,,,-10.262561491651878,,,"Miguel Diaz",18815,622766
"Kyle Keller","PIT",33.1,-4.6312550974416204,,,,,,,3.549671672952586,,,,,,"Kyle Keller",18890,664918
"Tommy Nance","CHC",28.2,-5.342722574869792,,,,,-9.078897241602608,0.8954469299316407,4.824674776899136,,,,,,"Tommy Nance",19178,667297
"Robert Dugger","SEA",25.2,-5.499066569010417,,,,,-9.50514619246773,1.5841105746239732,4.846381632486979,,,-8.025767008463541,,,"Robert Dugger",19191,667498
"José Quijada","LAA",25.2,4.505634578850751,,,,,,-5.8199739896334135,,,,9.87278657801011,,,"Jose Quijada",19200,650671
"Mitch White","LAD",46.2,-2.3053924560546877,,,,,-5.153839349746704,3.4179905800923813,2.142707000875697,,,-9.282229995727539,,,"Mitch White",19225,669952
"Caleb Baragar","SFG",23,5.590549232219828,,,,,,-3.522679482736895,-3.2116966247558594,,,,,,"Caleb Baragar",19231,670056
"Wes Benjamin","TEX",22.2,5.234957718730566,,-1.132674565390935,,,,-5.3508100509643555,-3.602808024088542,,,5.545260988432785,,,"Wes Benjamin",19243,605138
"Cole Irvin","OAK",178.1,5.157169963201472,,-0.401884519136869,,,8.497090184411338,-0.7757673755134504,-1.7655025867933638,,,7.655697056716893,,,"Cole Irvin",19244,608344
"Taylor Widener","ARI",70.1,-4.096490093745172,,-5.445539951324463,,,,1.7007503599917153,2.2823009490966797,,,-9.480811955378606,,,"Taylor Widener",19266,642203
"Justin Dunn","SEA",50.1,-5.7590234375,,,,,,3.576698717220809,9.108299909319197,,,-8.32164278897372,,,"Justin Dunn",19268,643290
"Jacob Webb","ATL",34.1,-7.503095182034338,,,,,,,2.6961983734706663,,,-10.114623091603054,,,"Jacob Webb",19274,657097
"Vladimir Gutierrez","CIN",114,-6.503453531430636,,,,,-10.23647435506185,4.5660775090864805,8.018599421341227,,,-7.798571450369699,,,"Vladimir Gutierrez",19278,661269
"Zac Gallen","ARI",121.1,-2.863471450061003,,0.8742720763807352,,,-6.491981082492405,3.319476973539018,,3.720781698994253,,-8.047410850196991,,,"Zac Gallen",19291,668678
"Trevor Richards","- - -",64.1,-4.0415155150961635,,,,,8.171394348144531,,1.097996509436405,0.5732272267341614,,-8.71796612079327,,,"Trevor Richards",19309,670950
"Cal Quantrill","CLE",149.2,-5.112289288292633,,1.076524863693591,-6.371053695678711,,-7.784800880370531,1.2105995754026018,1.824856586456299,,,-6.453235806726883,,,"Cal Quantrill",19312,615698
"Eric Lauer","MIL",118.2,6.416957899684951,,2.9169553655202316,,,,-0.31619882583618164,-2.427155011136767,,,8.471695981953479,,,"Eric Lauer",19316,641778
"Joey Lucchesi","NYM",38.1,,,4.796698252360026,,,8.598574451564513,,-1.0275945663452148,,,7.521490097045898,,,"Joey Lucchesi",19320,664192
"Richard Lovelady","KCR",20.2,4.326245698474702,,,,,8.502059072818396,-3.1788291202229297,,,,,,,"Richard Lovelady",19337,663992
"Dean Kremer","BAL",53.2,-5.963739325530337,,1.691398919797411,,,-10.294851303100586,1.3735661506652832,4.2955564841245995,,,-9.098373825485641,,,"Dean Kremer",19350,665152
"Corbin Burnes","MIL",167,-3.3052254701272035,,2.05819837181969,,,-6.860791832832113,3.9190083821614583,6.296598203622612,,,-8.04272068743725,,,"Corbin Burnes",19361,669203
"Keegan Akin","BAL",95,6.915935210728858,,,,,,-1.7120408599589676,-2.970434391137325,,,9.4383369268373,,,"Keegan Akin",19362,669211
"Walker Buehler","LAD",207.2,-1.9988132779041756,,2.9692745724239864,,,-7.857169387686966,7.6387379964192705,,5.989685645470252,,-7.6728216512313745,,,"Walker Buehler",19374,621111
"Tony Gonsolin","LAD",55.2,-4.168786013567889,,,-6.911916901344477,,,2.2062953114509583,3.055152410748361,,,,,,"Tony Gonsolin",19388,664062
"Dane Dunning","TEX",117.2,-4.843461816961115,,0.3839814547834725,,,-8.973849840020415,1.8285999116443452,,3.7428955120986767,,-10.496551421751459,,,"Dane Dunning",19409,641540
"Shane Bieber","CLE",96.2,-5.9321156856385375,,0.18052263079949146,,,,0.6462621374975277,,4.534122036223049,,-8.980159214564733,,,"Shane Bieber",19427,669456
"Yohan Ramírez","SEA",27.2,-8.261250191900928,,,,,-11.998576164245605,7.158028300683103,,,,,,,"Yohan Ramirez",19444,670990
"Patrick Sandoval","LAA",87,2.1576740383764164,,,,,7.256938267817728,-3.4294219955383056,-3.1269976994762683,,,7.878516739927913,,,"Patrick Sandoval",19447,663776
"Shaun Anderson","- - -",23.1,-0.3417287300372946,,,,,-6.147709846496582,3.27001741673616,2.961597442626953,,,-7.146303653717041,,,"Shaun Anderson",19453,641312
"Michael Rucker","CHC",28.1,-4.730680939335151,,1.3194783945552637,,,-7.63117790222168,2.2774388239933896,8.25109370067866,,,-7.0908224317762585,,,"Michael Rucker",19454,621074
"Kyle Funkhouser","DET",68.1,-4.645758577095446,,,,,-8.606941223144531,1.6666747706846274,,,,-8.356381043143895,,,"Kyle Funkhouser",19456,608335
"Bryan Garcia","DET",39.1,-4.444789341517857,,,,,-7.344492771976309,1.5359569806509068,,,,-10.564429649939903,,,"Bryan Garcia",19457,650530
"Jorge Alcala","MIN",59.2,-6.89188228688838,,,,,-10.092408378169221,0.8947337522345075,,,,-10.90448314525463,,,"Jorge Alcala",19459,660896
"Aaron Civale","CLE",124.1,-2.1042229483060746,,2.873003625769785,-5.721440170750474,,-7.447809674413071,4.614892470098175,5.103892467867944,,,,,,"Aaron Civale",19479,650644
"Ryan Hendrix","CIN",31.2,-4.599816842140558,,-1.247729778289795,,,-7.192056928362165,-0.6108156968447496,-3.132052421569824,,,,,,"Ryan Hendrix",19535,641682
"JD Hammer","PHI",20,-7.16470947265625,,,,,-9.980403476291233,1.5126573171047186,4.240258026123047,,,,,,"JD Hammer",19548,670456
"David Bednar","PIT",60.2,-5.838522766464731,,,-2.6401414624149937,,,,4.39166259765625,,,,,,"David Bednar",19569,670280
"Sean Poppen","- - -",22.2,,,,,,-8.687469904323876,7.925203546301111,,,,-11.008419363839286,,,"Sean Poppen",19583,664092
"Cionel Pérez","CIN",24,2.7700128424657535,,,,,,-6.748457780973179,,,,7.737897600446429,,,"Cionel Perez",19614,672335
"Matt Foster","CHW",39,-4.218829622536447,,0.8834264373779297,,,,1.589905379654525,,,,-6.1262013505144814,,,"Matt Foster",19647,641582
"Gregory Soto","DET",63.2,5.699632553827195,,,,,9.741628567122186,-0.804155704273897,,,,,,,"Gregory Soto",19677,642397
"Jordan Sheffield","COL",29.1,-4.464756141714498,,,,,-8.251412391662598,2.695436568487258,,,,-8.73982773817979,,,"Jordan Sheffield",19682,642068
"Patrick Murphy","- - -",28,-3.749478490729081,,,,,-7.977108311008763,,4.728318977355957,,,-8.677388054983956,,,"Patrick Murphy",19712,641907
"Dustin May","LAD",23,-6.429219563802083,,-0.2832037896820993,,,-11.359827677408854,,7.820692108898628,,,,,,"Dustin May",19716,669160
"Kodi Whitley","STL",25.1,-3.4561309814453125,,,,,,0.17338683956959208,,,,-5.322448185511997,,,"Kodi Whitley",19731,676831
"Anthony Bender","MIA",61.1,-4.140860239664714,,,,,-9.447772540743388,4.629430245293511,,,,-8.575469425746373,,,"Anthony Bender",19742,669622
"Jonathan Loáisiga","NYY",70.2,-5.719522748674665,,4.5506591796875,,,-9.427232985528523,3.4082022446852465,6.024837165936086,,,-9.632103271484375,,,"Jonathan Loaisiga",19753,642528
"Shohei Ohtani","LAA",130.1,-2.7708351580016815,,1.2830837510197037,-3.3499263586725134,,,8.2959326171875,6.43172952403193,,,,,,"Shohei Ohtani",19755,660271
"Will Vest","SEA",35,-7.105892115245664,,,,,,3.1719642052283654,,,,-9.244283211331407,,,"Will Vest",19769,676684
"Justin Garza","CLE",28.2,-2.138189125061035,,0.9854285930765087,,,-4.941656712991783,2.2200637485670005,,,,-9.095073420826981,,,"Justin Garza",19784,621057
"Anthony Castro","TOR",24.2,-2.5162469773065474,,,,,-6.390464146931966,6.272472292877907,,,,-3.7101001739501953,,,"Anthony Castro",19789,621593
"Keegan Thompson","CHC",53.1,-4.004944668757007,,2.195315168837631,,,-7.403455000657302,,3.993800532710445,,,-9.403227719393643,,,"Keegan Thompson",19795,624522
"Wil Crowe","PIT",116.2,-2.3217851593500707,,,,,-7.092836746515013,3.0696608771139116,2.277483978460539,,,-6.057518053658401,,,"Wil Crowe",19800,640444
"Daniel Castano","MIA",20.1,3.9617434829028686,,-1.8477716445922852,,,7.233463399550494,-2.7881453424437432,,,,6.138765250311957,,,"Daniel Castano",19805,641447
"Riley Smith","ARI",67.1,-4.1825535774230955,,-0.6212087925349441,,,-8.60545284507329,1.348753531773885,3.573532369862432,,,-10.118941086989183,,,"Riley Smith",19826,642092
"Alex Wells","BAL",42.2,5.561476585447944,,,,,,0.06506163423711603,-4.86466363358171,,,9.077362574063814,,,"Alex Wells",19845,649144
"Darwinzon Hernández","BOS",40,3.5510043440193964,,,,,8.011946541922432,-3.02951167937248,-7.9155638159775155,,,,,,"Darwinzon Hernandez",19848,650382
"Michael King","NYY",63.1,-6.319779299618153,,1.0398485769633374,,,-10.804720812646028,9.156499473793993,3.5434001286824546,,,-10.963751898871529,,,"Michael King",19853,650633
"Charlie Barnes","MIN",38,,,,,,8.42308308426484,-2.1457490981000023,-4.910925447940826,,,10.043274485003886,,,"Charlie Barnes",19865,656212
"Brandon Bielak","HOU",50,-3.583045845601096,,0.7471257123080167,,,-8.228100169788707,4.884536851382425,3.2185558052950127,,,-9.746454297881765,,,"Brandon Bielak",19866,656232
"Griffin Canning","LAA",62.2,-5.78970120661383,,,,,,-1.5453686812828327,3.6041979789733887,,,-10.707951316666916,,,"Griffin Canning",19867,656288
"Tucker Davidson","ATL",20,1.5844893297612272,,,,,,-1.6163273795706328,-4.3081400735037665,,,6.628664970397949,,,"Tucker Davidson",19871,656353
"Kevin Ginkel","ARI",28.1,-6.845540118721677,,,,,-10.530885696411133,1.5458593368530273,,,,,,,"Kevin Ginkel",19876,656464
"Tanner Houck","BOS",69,-4.417864521792995,,,-8.321383397719439,,-9.12356223081931,6.777995364766725,,,,,,,"Tanner Houck",19879,656557
"Alex Lange","DET",35.2,-6.485999084261462,,,,,-10.928349494934082,0.4086882770061493,0.987742449786212,,,-9.90252559701192,,,"Alex Lange",19883,656638
"José Suarez","LAA",98.1,5.919822458840587,,,,,9.367930735190084,,-5.177891567844869,,,5.037778011207417,,,"Jose Suarez",19911,660761
"Tony Santillan","CIN",43.1,-6.620969974794868,,,,,-7.686136722564697,6.012831824933979,,,,-6.625790654396524,,,"Tony Santillan",19926,663574
"Trevor Stephan","CLE",63.1,-5.687662535609461,,,-7.284404521085778,,,5.2187675280448715,,,,,,,"Trevor Stephan",19932,663986
"Ian Anderson","ATL",128.1,-3.559359756097561,,,,,-7.375271479288737,,-0.014737187387636803,,,-6.1361783568622075,,,"Ian Anderson",19951,666120
"Jesús Luzardo","- - -",95.1,8.35097829111806,,,,,10.1645867801407,0.8636882314876634,0.27000001072883606,,,9.978372157305136,,,"Jesus Luzardo",19959,666200
"Zach Plesac","CLE",142.2,-5.240692793555525,,,,,,-0.28257901986747463,0.7161138313522666,,,-7.183132543618547,,,"Zach Plesac",19979,668676
"Bryse Wilson","- - -",74,-4.3825058738784035,,,,,-9.25156395588446,1.4724820392173634,8.71040379182073,,,-8.084887424045139,,,"Bryse Wilson",19990,669060
"Tyler Wells","BAL",57,-2.849663188439289,,2.1129777203951634,,,,,3.5902303059895835,,,-7.904762842321909,,,"Tyler Wells",20000,669330
"Sean Guenther","MIA",20.1,4.060665372522866,,,,,,-5.146768709508384,,,,10.566728591918945,,,"Sean Guenther",20045,674944
"Bailey Falter","PHI",33.2,3.6509834838240116,,,,,4.8217668690697195,-1.8744206613348435,-2.462665303548177,,,5.238963842391968,,,"Bailey Falter",20070,663559
"Miguel Sánchez","MIL",26,-3.968415486878453,,,,,,1.7011546008991745,,,,-6.542230249935166,,,"Miguel Sanchez",20074,667376
"Chris Paddack","SDP",108.1,-6.2367021578929025,,,,,,,2.7522854307423468,,,-8.751948049117107,,,"Chris Paddack",20099,663978
"James Karinchak","CLE",55.1,-3.0302832592492814,,,,,,,-0.6488329416298004,,,,,,"James Karinchak",20151,675916
"Kyle Muller","ATL",36.2,4.155955764225551,,,,,7.0041351318359375,0.16524672608838303,-2.8791583742414204,,,8.79657451923077,,,"Kyle Muller",20167,666205
"Zach Pop","MIA",54.2,-3.9576788682204027,,1.0896073977152507,,,-9.84712550951087,2.7181241344847407,,,,,,,"Zach Pop",20185,647315
"Garrett Whitlock","BOS",73.1,-6.919276123046875,,0.35634639859199524,,,-9.664221602879213,1.8276023445548593,,,,-10.112893921413502,,,"Garrett Whitlock",20191,676477
"Ben Bowden","COL",35.2,6.244321432073745,,,,,,-0.6172675549144476,,,,8.0137314453125,,,"Ben Bowden",20198,641386
"Eli Morgan","CLE",89.1,-6.7625138901487665,,-3.2985250032865086,,,,1.262779603521508,4.010065906452683,,,-8.425782743214832,,,"Eli Morgan",20203,669212
"Yennsy Díaz","NYM",25,-5.607245787510888,,,,,-10.955446243286133,0.5037727355957031,5.836269855499268,,,-9.141539558531745,,,"Yennsy Diaz",20218,660546
"Zac Lowther","BAL",29.2,7.650399711139765,,,,,,-6.499624837239583,-6.994828684946125,,,8.556018751494738,,,"Zac Lowther",20243,675912
"Griffin Jax","MIN",82,-7.159355448901168,,-5.0394439697265625,,,-7.428688049316406,5.975544591103831,0.30676514425395446,,,-7.889786235447036,,,"Griffin Jax",20253,643377
"David Peterson","NYM",66.2,6.270985767560423,,,,,9.307557458906729,-2.4762011811933444,-3.711715296695107,,,10.286705142161885,,,"David Peterson",20302,656849
"Matt Peacock","ARI",86.1,-5.383787155151367,,0.23210883140563965,,,-9.776514429739468,-0.9153600622106481,,4.006379127502441,,-10.030088106791178,,,"Matt Peacock",20339,676840
"Brusdar Graterol","LAD",33.1,-4.865719477335612,,0.4708713629306891,,,-8.535098732291878,4.654038917727586,,,,,,,"Brusdar Graterol",20367,660813
"Matt Manning","DET",85.1,-2.19587139871747,,,-6.462053298950195,,-6.132801522453912,2.7461630178052325,4.182396930197011,,,-7.230838409251413,,,"Matt Manning",20369,666159
"Bruce Zimmermann","BAL",64.1,3.8356044224330357,,,,,6.515135447184245,1.0476709913324427,-0.4695334956593757,,,9.672225684450384,,,"Bruce Zimmermann",20370,669145
"Tyler Zuber","KCR",27.1,-5.681178174328072,,6.342432022094727,,,,4.203026373654802,6.863297639069734,,,-7.039017677307129,,,"Tyler Zuber",20379,676604
"Anthony Kay","TOR",33.2,4.125006039098573,,-0.01201502936226981,,,,-2.6924447026746026,-3.9169873630299286,,,7.132215963827597,,,"Anthony Kay",20387,641743
"Josh Fleming","TBR",104.1,7.9480204582214355,,1.1092079856178978,,,11.057897048028524,,-3.675840105329241,,,8.325393209218316,,,"Josh Fleming",20418,676596
"Huascar Ynoa","ATL",91,-4.90713493966399,,,,,-8.611392974853516,0.8657510770784391,,,,-8.366175796046402,,,"Huascar Ynoa",20468,660623
"Casey Mize","DET",150.1,-5.907162388392857,,,-7.460314628405449,,-9.900879836309525,1.3978415096507353,,4.858510011320661,,,,,"Casey Mize",20492,663554
"Nick Sandlin","CLE",33.2,-8.37505174719769,,,-5.98016122671274,,-10.406244374639977,6.026428878948253,,,,,,,"Nick Sandlin",20517,680704
"Edwin Uceta","LAD",20.1,-4.386712074279785,,,,,-7.897241364485063,,0.887447558916532,,,-10.73864029237888,,,"Edwin Uceta",20539,670955
"J.C. Mejía","CLE",52.1,-4.788974571228027,,,,,-8.769707096433176,4.687819255779742,6.983882397413254,,,-7.850392231899026,,,"J.C. Mejia",20617,650496
"Jordan Holloway","MIA",36,-1.932895007434192,,,,,-6.422667891890915,2.2320914720966867,,2.9967606033104053,,-6.944637298583984,,,"Jordan Holloway",20631,656548
"Yusei Kikuchi","SEA",157,6.486045745481928,,0.6774732095223887,,,,-0.8667617486447704,-0.41618645985921227,,,6.363573081177195,,,"Yusei Kikuchi",20633,579328
"Humberto Mejía","ARI",22.1,-5.166558871611706,,,,,-8.51878662109375,2.288516150580512,4.568479061126709,,,-8.202497339960354,,,"Humberto Mejia",20739,650668
"Emmanuel Clase","CLE",69.2,-2.671245574951172,,1.3251280986822418,,,,3.2546382843501984,,,,,,,"Emmanuel Clase",21032,661403
"Luis Gil","NYY",29.1,-3.408176905672315,,,,,,3.6985286730898626,,,,-9.578178210136217,,,"Luis Gil",21052,661563
"Demarcus Evans","TEX",26.1,-1.2568122016059027,,3.329662616436298,,,,0.822857107434954,1.6935115269252232,,,,,,"Demarcus Evans",21087,663770
